Client_Num,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,Customer_Job,Income,Cust_Satisfaction_Score
708273858,39,F,1,Graduate,Single,NY,91750,Yes,no,no,Cellular,Govt,41203.0,1.0
708276183,54,F,2,Graduate,Married,TX,91750,No,no,no,Cellular,Selfemployeed,43626.0,1.0
708281433,40,F,3,Uneducated,Single,NY,91750,Yes,no,no,Cellular,Selfemployeed,43626.0,1.0
708285108,44,M,4,Unknown,Single,TX,91750,Yes,no,no,Cellular,Selfemployeed,1250.0,1.0
708286683,38,M,1,Unknown,Unknown,FL,91750,Yes,no,no,Cellular,Selfemployeed,1250.0,2.0
708288108,29,M,0,Unknown,Unknown,NJ,91750,No,no,no,Cellular,Selfemployeed,1250.0,3.0
708290208,63,F,2,Unknown,Unknown,NY,91750,No,no,no,Cellular,Selfemployeed,34835.0,1.0
708291633,54,M,1,Unknown,Single,FL,91750,No,no,no,Cellular,Businessman,92894.0,1.0
708292833,41,F,2,Unknown,Single,CA,91750,Yes,no,no,Cellular,Govt,10119.0,3.0
708295533,55,M,2,Unknown,Single,FL,91750,No,no,no,Cellular,Govt,10119.0,3.0
708296883,31,F,1,Graduate,Single,CA,91750,No,yes,yes,Unknown,Selfemployeed,8250.0,3.0
708298233,44,F,4,High School,Single,NJ,91750,No,no,no,Unknown,Selfemployeed,15092.0,3.0
708300483,46,F,4,Doctorate,Single,NY,91750,No,yes,no,Unknown,Selfemployeed,1250.0,1.0
708301683,40,M,4,High School,Unknown,NY,91750,No,yes,no,Unknown,Govt,21659.0,2.0
708303108,36,M,3,High School,Married,NJ,91750,No,yes,no,Cellular,Govt,21659.0,2.0
708307533,37,M,4,Post-Graduate,Married,NY,91750,Yes,no,no,Cellular,Govt,21659.0,2.0
708313608,59,F,1,Graduate,Married,NJ,91750,Yes,no,no,Cellular,Govt,21659.0,3.0
708314808,49,F,3,Uneducated,Single,TX,91750,No,yes,no,Cellular,Selfemployeed,14975.0,3.0
708316008,43,F,5,Unknown,Single,CA,91750,No,no,no,Cellular,Selfemployeed,116230.0,3.0
708319908,56,M,1,Unknown,Single,TX,91750,Yes,yes,no,Unknown,Govt,116230.0,3.0
708323208,45,F,5,Doctorate,Married,TX,91750,No,no,yes,Unknown,Businessman,24058.0,1.0
708324483,63,M,0,Unknown,Married,CA,91750,No,no,yes,Cellular,Selfemployeed,61485.0,2.0
708330858,51,F,2,Graduate,Married,TX,91750,No,no,no,Unknown,Selfemployeed,1250.0,3.0
708331758,42,F,3,High School,Single,NY,91750,No,no,yes,Telephone,Businessman,41112.0,2.0
708332808,49,F,4,Uneducated,Married,TX,91750,No,no,no,Telephone,Businessman,166923.0,2.0
708334158,51,F,1,Uneducated,Married,NY,91750,No,yes,no,Unknown,Businessman,34512.0,2.0
708337683,27,M,0,Uneducated,Married,MI,91750,No,no,yes,Cellular,Selfemployeed,42779.0,1.0
708338958,42,M,2,High School,Unknown,FL,91750,No,no,no,Cellular,Selfemployeed,42334.0,3.0
708340758,53,M,3,Graduate,Single,NY,91750,No,no,no,Cellular,Businessman,64665.0,2.0
708341958,48,M,4,Unknown,Single,TX,91750,No,yes,no,Cellular,Businessman,64665.0,1.0
708344358,44,F,4,High School,Single,CA,91750,No,yes,yes,Cellular,Selfemployeed,16112.0,2.0
708347583,39,F,0,Graduate,Married,CA,91750,No,yes,no,Unknown,Selfemployeed,16112.0,2.0
708354858,41,M,2,Graduate,Married,CA,91750,No,no,no,Unknown,Selfemployeed,111730.0,1.0
708355683,46,F,4,Unknown,Married,NJ,91750,No,no,yes,Unknown,Govt,34013.0,1.0
708357183,38,F,4,Doctorate,Married,CA,91750,No,no,no,Unknown,Businessman,39861.0,2.0
708358683,56,F,1,Graduate,Married,TX,91750,No,no,no,Cellular,Selfemployeed,39861.0,1.0
708360108,40,M,2,Uneducated,Married,TX,91750,No,yes,yes,Cellular,Govt,39861.0,2.0
708361833,55,F,3,Graduate,Single,CA,91750,No,yes,yes,Unknown,Govt,39861.0,2.0
708367908,42,M,4,Graduate,Single,TX,91750,No,no,no,Cellular,Govt,60037.0,3.0
708369633,47,M,2,Uneducated,Married,NY,91750,No,no,no,Cellular,Govt,101602.0,1.0
708371733,50,M,1,High School,Unknown,TX,91750,No,yes,no,Cellular,Govt,86281.0,2.0
708373083,41,F,3,High School,Married,TX,91750,Yes,no,no,Cellular,Govt,20495.0,2.0
708375858,45,F,4,Post-Graduate,Married,CA,91750,Yes,no,no,Cellular,Govt,30259.0,1.0
708376983,43,F,4,Graduate,Unknown,TX,91750,No,yes,no,Cellular,Govt,30259.0,1.0
708378108,42,M,2,Uneducated,Unknown,NJ,91750,Yes,no,no,Cellular,Govt,30259.0,1.0
708382083,35,F,1,Unknown,Married,TX,91750,Yes,no,no,Cellular,Selfemployeed,30259.0,2.0
708384033,45,F,1,High School,Unknown,CA,91750,No,no,no,Unknown,Selfemployeed,28037.0,2.0
708385533,54,M,1,Post-Graduate,Unknown,NY,91750,No,yes,no,Unknown,Govt,119059.0,2.0
708386958,42,F,5,Graduate,Married,GA,91750,Yes,no,no,Cellular,Govt,19006.0,1.0
708387933,37,M,3,High School,Single,TX,91750,No,yes,yes,Unknown,Businessman,53965.0,1.0
708390633,49,M,2,High School,Single,NY,91750,No,no,no,Cellular,Retirees,53965.0,1.0
708393633,36,M,3,Unknown,Single,CA,91750,No,no,no,Cellular,Retirees,71640.0,2.0
708394908,55,F,3,Post-Graduate,Single,TX,91750,Yes,yes,no,Cellular,Selfemployeed,119585.0,1.0
708396033,44,M,3,Unknown,Single,CA,91750,No,no,no,Cellular,Selfemployeed,119585.0,1.0
708397008,45,F,3,High School,Single,CA,91750,No,no,no,Cellular,Selfemployeed,76565.0,1.0
708398283,41,F,3,High School,Single,TX,91750,No,yes,no,Unknown,Govt,76565.0,2.0
708399858,45,M,3,Unknown,Single,CA,91750,No,yes,no,Unknown,Govt,76565.0,2.0
708402333,57,M,3,Unknown,Single,NY,91750,Yes,yes,yes,Unknown,Govt,60111.0,3.0
708403308,48,M,3,Uneducated,Single,CA,91750,No,no,no,Cellular,Retirees,60111.0,2.0
708404883,49,F,3,Unknown,Single,NY,91750,No,no,no,Unknown,Retirees,32229.0,2.0
708406083,57,M,2,Unknown,Single,CA,91750,No,yes,yes,Unknown,Retirees,95876.0,2.0
708412758,62,F,1,Unknown,Married,CA,91750,Yes,yes,no,Unknown,Retirees,23378.0,2.0
708414033,45,F,3,Unknown,Married,NY,91750,No,yes,no,Cellular,Retirees,41115.0,3.0
708416433,53,F,4,Unknown,Single,NY,91750,No,yes,no,Cellular,Retirees,28601.0,2.0
708419733,44,M,3,Graduate,Married,TX,91750,No,yes,no,Cellular,Retirees,76246.0,3.0
708421833,54,F,2,Graduate,Married,NY,91750,No,no,no,Cellular,Selfemployeed,38451.0,2.0
708423933,48,F,1,Graduate,Married,IA,91750,No,no,no,Cellular,Businessman,38451.0,2.0
708426483,60,F,1,Uneducated,Married,CT,91750,Yes,yes,no,Cellular,Businessman,38451.0,3.0
708427908,33,M,3,Graduate,Married,FL,91750,Yes,no,no,Cellular,Businessman,14633.0,2.0
708428958,57,M,3,Graduate,Single,FL,91750,Yes,no,no,Cellular,Businessman,14633.0,2.0
708431433,41,F,2,Graduate,Single,CA,91750,No,no,no,Cellular,Businessman,14633.0,3.0
708433683,62,M,1,Graduate,Single,FL,91750,No,no,no,Cellular,Govt,61002.0,2.0
708434733,52,F,2,Unknown,Single,FL,91750,No,no,no,Cellular,Govt,10627.0,2.0
708438033,41,M,4,High School,Single,TX,91750,No,no,yes,Cellular,Selfemployeed,30828.0,3.0
708442158,42,F,4,Graduate,Married,CA,91750,No,no,no,Cellular,Businessman,42377.0,2.0
708445608,44,F,4,Uneducated,Married,FL,91750,No,no,no,Cellular,Businessman,20389.0,3.0
708446808,51,F,3,Uneducated,Single,NY,91750,No,yes,no,Cellular,Businessman,200276.0,2.0
708447858,40,F,2,High School,Married,MA,91750,No,yes,no,Cellular,Businessman,200276.0,2.0
708450033,38,M,2,Unknown,Married,CA,91750,Yes,no,no,Cellular,Businessman,40785.0,3.0
708451233,26,F,0,Graduate,Single,FL,91750,Yes,no,no,Cellular,Retirees,40785.0,2.0
708453408,42,F,3,Graduate,Married,NY,91750,No,yes,no,Cellular,Businessman,41039.0,2.0
708455883,33,F,0,Graduate,Married,TX,91750,No,yes,no,Cellular,Selfemployeed,6550.0,2.0
708459633,45,F,5,Uneducated,Married,NY,91750,No,yes,yes,Unknown,Selfemployeed,14975.0,2.0
708462258,54,F,4,Uneducated,Married,NJ,91750,No,no,no,Unknown,Businessman,235349.0,2.0
708469533,57,F,3,Uneducated,Single,FL,91750,No,yes,no,Unknown,Selfemployeed,38273.0,3.0
708472008,47,M,2,Uneducated,Single,CA,91750,No,yes,yes,Unknown,Selfemployeed,105522.0,2.0
708473133,44,M,5,Unknown,Married,CA,91750,Yes,no,no,Cellular,Govt,69787.0,3.0
708474333,50,M,4,Graduate,Married,TX,91750,No,no,no,Unknown,Govt,58670.0,3.0
708476808,55,F,1,Doctorate,Married,CA,91750,No,yes,no,Unknown,Selfemployeed,58670.0,3.0
708478233,45,F,2,Uneducated,Married,NY,91750,No,yes,no,Unknown,Selfemployeed,58670.0,3.0
708480333,65,F,0,Uneducated,Married,FL,91750,No,no,no,Cellular,Govt,23891.0,3.0
708482658,51,M,2,Graduate,Married,TX,91750,No,no,yes,Cellular,Govt,58122.0,2.0
708483708,39,M,2,Unknown,Married,NJ,91750,Yes,no,no,Cellular,Govt,58122.0,3.0
708486033,59,F,0,Doctorate,Married,CA,91750,Yes,no,no,Cellular,Retirees,23898.0,3.0
708488208,45,F,3,Uneducated,Married,TX,91750,Yes,yes,yes,Cellular,Businessman,23898.0,3.0
708489258,56,F,5,Doctorate,Single,TX,91750,Yes,no,no,Unknown,Retirees,38817.0,2.0
708491508,46,F,3,Doctorate,Single,NY,91750,Yes,yes,no,Cellular,Retirees,6550.0,2.0
708492558,56,F,2,Graduate,Single,CA,91750,No,no,no,Cellular,Selfemployeed,6550.0,2.0
708494583,48,F,5,Post-Graduate,Married,CA,91750,No,no,no,Cellular,Selfemployeed,117520.0,3.0
708496833,33,M,1,Graduate,Single,CA,91750,No,yes,no,Cellular,Govt,117520.0,2.0
708498033,45,F,3,Graduate,Married,FL,91750,No,yes,no,Cellular,Govt,32495.0,3.0
708499608,43,F,4,Graduate,Single,NY,91750,No,no,no,Cellular,Businessman,48566.0,2.0
708500883,40,M,4,Unknown,Married,NY,91750,No,yes,no,Cellular,Businessman,113841.0,2.0
708501783,35,F,2,High School,Single,FL,91750,No,no,no,Cellular,Businessman,17340.0,3.0
708502908,48,F,2,Graduate,Married,NJ,91750,No,no,no,Cellular,Businessman,37815.0,2.0
708504783,47,F,3,Uneducated,Married,IL,91750,No,yes,no,Cellular,Retirees,37815.0,2.0
708506508,52,M,1,Uneducated,Married,VA,91750,No,no,yes,Cellular,Selfemployeed,1250.0,2.0
708507483,55,M,4,Unknown,Single,NY,91750,No,no,no,Cellular,Selfemployeed,1250.0,3.0
708508758,34,F,4,Uneducated,Single,TX,91750,No,no,no,Cellular,Selfemployeed,1250.0,3.0
708510858,55,F,2,High School,Single,CA,90025,No,no,no,Unknown,Businessman,45977.0,2.0
708511983,48,M,3,Graduate,Single,CA,91750,Yes,yes,no,Unknown,Retirees,45977.0,3.0
708513183,40,F,5,Graduate,Single,CA,91750,Yes,no,no,Unknown,Selfemployeed,57484.0,3.0
708514383,55,F,4,Uneducated,Married,FL,91750,Yes,yes,no,Unknown,Selfemployeed,57484.0,2.0
708515358,45,F,4,High School,Married,TX,91750,Yes,yes,no,Unknown,Selfemployeed,53906.0,2.0
708516558,42,F,4,High School,Married,TX,91750,No,yes,no,Cellular,Selfemployeed,198343.0,3.0
708519108,47,F,2,Unknown,Married,CA,91750,Yes,yes,no,Unknown,Selfemployeed,198343.0,3.0
708522033,36,F,1,Uneducated,Single,CA,91701,Yes,yes,no,Unknown,Businessman,198343.0,3.0
708525108,34,M,3,High School,Married,FL,91750,No,no,no,Cellular,Govt,50792.0,2.0
708528483,44,F,2,Graduate,Unknown,FL,91750,No,no,no,Cellular,Govt,13010.0,2.0
708532308,40,F,3,Unknown,Married,CA,91750,Yes,yes,no,Cellular,Govt,34149.0,2.0
708534033,58,M,1,Unknown,Married,NJ,91750,No,yes,yes,Cellular,Govt,75578.0,2.0
708535158,33,M,1,Graduate,Married,IA,91750,No,no,no,Telephone,Govt,114717.0,3.0
708536283,36,F,2,Graduate,Married,NY,91750,No,no,no,Cellular,Govt,31226.0,3.0
708538608,50,F,2,Uneducated,Married,NJ,91750,No,no,yes,Cellular,Retirees,48968.0,3.0
708539583,51,F,1,Post-Graduate,Single,NY,91750,No,yes,no,Cellular,Govt,46675.0,3.0
708542283,38,M,1,Graduate,Single,CA,91750,Yes,no,no,Cellular,Selfemployeed,20631.0,2.0
708543258,55,F,2,Doctorate,Single,CA,91750,Yes,yes,no,Cellular,Businessman,20631.0,2.0
708545058,59,M,0,Doctorate,Single,NY,91750,Yes,no,no,Cellular,Govt,90458.0,2.0
708549033,45,M,4,Doctorate,Married,CA,91750,No,no,no,Unknown,Retirees,90458.0,2.0
708551508,41,M,3,Uneducated,Married,CA,91750,No,no,no,Unknown,Selfemployeed,87971.0,2.0
708553008,49,M,4,Doctorate,Married,NJ,91750,Yes,no,no,Cellular,Govt,74928.0,1.0
708555633,51,M,3,Uneducated,Married,CA,90025,No,no,no,Unknown,Govt,203890.0,2.0
708557358,44,F,4,Graduate,Married,NY,91750,No,no,yes,Cellular,Govt,18357.0,2.0
708558408,48,M,3,Unknown,Married,NY,91750,No,no,no,Cellular,Selfemployeed,41925.0,2.0
708559533,43,M,1,High School,Married,TX,91750,Yes,no,yes,Cellular,Selfemployeed,62768.0,2.0
708560733,37,M,3,High School,Single,CA,91750,Yes,yes,no,Cellular,Govt,75192.0,3.0
708563433,40,F,2,Uneducated,Married,FL,91750,No,no,no,Unknown,Selfemployeed,14975.0,3.0
708564858,54,M,2,Unknown,Married,FL,91750,No,yes,no,Unknown,Selfemployeed,111225.0,3.0
708568983,53,M,3,Unknown,Married,FL,91750,No,yes,no,Cellular,Govt,111225.0,3.0
708572658,51,F,3,Graduate,Married,CA,90250,No,no,no,Cellular,Businessman,196200.0,1.0
708573933,50,F,3,Post-Graduate,Married,IL,91750,No,yes,no,Cellular,Businessman,183118.0,2.0
708575058,50,F,0,Post-Graduate,Married,TX,91750,No,yes,no,Cellular,Businessman,36188.0,1.0
708577308,58,M,0,Graduate,Married,CA,91750,No,no,no,Cellular,Selfemployeed,14975.0,1.0
708579633,51,F,1,Doctorate,Married,TX,91750,No,yes,no,Cellular,Selfemployeed,13704.0,1.0
708580908,41,F,2,Doctorate,Married,TX,91750,No,no,yes,Cellular,Selfemployeed,12686.0,3.0
708582858,47,F,1,Doctorate,Married,NY,91750,Yes,no,no,Cellular,Selfemployeed,33801.0,2.0
708584208,44,F,2,Graduate,Married,TX,91750,Yes,yes,no,Cellular,Retirees,61579.0,2.0
708585933,37,M,2,Unknown,Single,NY,91750,No,yes,no,Cellular,Retirees,61579.0,1.0
708588408,51,M,3,High School,Married,CA,91750,Yes,yes,no,Cellular,Businessman,61579.0,3.0
708590658,39,F,4,High School,Single,CA,91750,Yes,yes,no,Cellular,Selfemployeed,14975.0,3.0
708593883,35,F,0,Doctorate,Single,TX,91750,No,yes,no,Unknown,Selfemployeed,16316.0,2.0
708595158,45,F,4,Uneducated,Married,CA,91750,Yes,yes,no,Unknown,Govt,26447.0,2.0
708596283,56,F,3,Graduate,Single,FL,91750,Yes,yes,no,Unknown,Selfemployeed,32924.0,1.0
708597558,49,M,5,Doctorate,Single,CA,91750,Yes,yes,yes,Cellular,Selfemployeed,87531.0,2.0
708600033,55,M,2,Unknown,Single,NY,91750,Yes,yes,no,Unknown,Businessman,87531.0,2.0
708602283,47,F,4,Unknown,Single,CA,91750,Yes,no,no,Cellular,Govt,45701.0,3.0
708606633,65,M,0,Graduate,Single,CA,91750,No,yes,no,Cellular,Govt,18114.0,3.0
708611733,37,M,3,Doctorate,Single,FL,91750,No,yes,yes,Cellular,Govt,73096.0,1.0
708614058,40,M,3,Unknown,Single,NJ,91750,No,no,no,Cellular,Govt,35767.0,1.0
708615183,48,M,3,Unknown,Married,NJ,91750,No,yes,no,Cellular,Govt,35767.0,3.0
708618933,36,F,4,Unknown,Single,CA,91750,No,no,no,Cellular,Govt,35767.0,1.0
708620283,48,F,2,Graduate,Single,NY,91750,No,yes,no,Cellular,Govt,23554.0,1.0
708621408,47,F,3,High School,Single,NY,91750,Yes,yes,no,Cellular,Govt,52557.0,2.0
708623283,31,F,0,Graduate,Single,NY,91750,Yes,no,no,Unknown,Govt,21274.0,3.0
708626058,53,M,3,Unknown,Married,NJ,91750,No,no,no,Unknown,Govt,16244.0,3.0
708633783,33,F,3,Unknown,Married,FL,91750,No,yes,no,Unknown,Govt,16244.0,2.0
708635058,41,M,3,Unknown,Married,CA,91750,No,no,no,Unknown,Govt,78702.0,2.0
708637758,27,F,1,Unknown,Married,MI,91750,No,no,no,Cellular,Govt,14975.0,1.0
708642708,28,M,0,Unknown,Married,NJ,91750,No,no,no,Cellular,Selfemployeed,14975.0,3.0
708644208,40,F,1,Uneducated,Married,CA,91750,No,no,no,Cellular,Retirees,36638.0,1.0
708646233,35,F,1,Uneducated,Married,NJ,91750,No,no,no,Cellular,Retirees,39538.0,2.0
708649683,51,F,3,Doctorate,Married,CA,90250,Yes,yes,no,Unknown,Retirees,25413.0,1.0
708651933,56,F,1,Graduate,Married,CA,91750,Yes,yes,no,Unknown,Retirees,25413.0,2.0
708652908,42,M,3,Uneducated,Single,TX,91750,Yes,no,no,Unknown,Retirees,65425.0,2.0
708653958,60,F,1,High School,Single,TX,91750,Yes,yes,yes,Unknown,Retirees,30594.0,3.0
708654933,27,F,1,High School,Single,FL,91750,No,yes,no,Unknown,Retirees,12264.0,1.0
708655983,42,F,2,Graduate,Unknown,TX,91750,No,yes,no,Cellular,Retirees,12264.0,1.0
708657033,38,F,1,Unknown,Married,NJ,91750,Yes,no,no,Cellular,Retirees,27897.0,2.0
708660408,57,F,1,Unknown,Married,TX,91750,Yes,no,no,Cellular,Retirees,27897.0,2.0
708662583,53,M,1,Unknown,Married,NJ,91750,No,no,no,Unknown,Businessman,113458.0,2.0
708664008,39,F,0,High School,Married,CA,91750,No,no,no,Unknown,Selfemployeed,10286.0,1.0
